CONTROL_SECTION,LOGMILE_FROM,LOGMILE_TO,LENGTH,AVG_ADT,FUNCTIONAL_CLASS,HIGHWAY_CLASS,CLASS_DESC,MED_TYPE,MED_TYPE_DESC,MEDIAN_WIDTH,MED_PRESENCE,NUM_LANES,PAVEMENT_WIDTH,AVG_LANE_WIDTH,INTERSECTION,TOT_CRASH,AVG_CRASH
157-04,0.23,0.74,0.51,1780,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
158-01,0,2.25,2.25,1350,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
158-01,3.1,5.41,2.31,2098,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,26,8.67
158-01,2.25,3.1,0.85,2300,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
158-01,5.45,10.19,4.74,2554,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,79,26.33
158-01,10.19,10.75,0.56,7950,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,10,3.33
159-03,0,3.31,3.31,1590,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
159-03,3.31,9.99,6.68,1685,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,42,14.00
159-03,10.52,11.12,0.6,4933,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
159-03,9.99,10.21,0.22,1690,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
159-03,10.21,10.52,0.31,4850,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
160-01,0,2.62,2.62,760,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
160-02,0,2.28,2.28,650,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
160-02,2.28,5.4,3.12,790,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
161-01,0,1.14,1.14,1380,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
161-02,2.44,8.14,5.7,842,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
161-02,0,2.44,2.44,1160,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
161-03,0.51,5.05,4.54,730,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
161-03,0,0.51,0.51,740,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
161-04,0,4.68,4.68,724,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
161-05,0,1.77,1.77,480,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
161-06,0,7.07,7.07,823,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
161-07,0.52,4.68,4.16,1240,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
161-08,0,10.84,10.84,734,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,10,3.33
161-09,0,8.25,8.25,815,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
161-09,8.26,9.1,0.84,490,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
161-09,9.1,9.3,0.2,2500,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
162-01,5.65,9.9,4.25,2669,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,13,4.33
162-01,0,4.21,4.21,928,7,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,8,2.67
162-01,10.73,11.31,0.58,2875,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
162-01,9.9,10.49,0.59,2620,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
162-01,10.49,10.73,0.24,2700,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
163-01,0,7.33,7.33,434,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
163-02,0,0.93,0.93,2000,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
163-02,3.25,4.01,0.76,2000,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
164-01,0,0.8,0.8,520,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
164-02,7,14,7,200,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
164-02,0.1,7,6.9,230,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
164-02,14.7,15.6,0.9,870,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
164-02,14,14.7,0.7,200,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
164-03,1.5,7.06,5.56,237,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
164-04,3.73,7.71,3.98,800,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
164-04,0,3.73,3.73,960,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
165-01,5.97,3.97,2,990,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
165-01,3.97,2.36,1.61,1887,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
165-01,2.36,0.39,1.97,1895,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
165-02,6.99,2.78,4.21,977,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
165-03,6.04,0,6.04,990,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
165-04,4.37,6.09,1.72,400,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
165-04,6.09,7.88,1.79,400,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
165-05,0.09,3.43,3.34,620,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
166-01,0,6.08,6.08,1510,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
166-01,6.9,6.08,0.82,1400,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
166-03,5,0,5,646,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
166-03,10.96,5,5.96,660,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
166-04,0,5.41,5.41,890,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
166-05,0,4.87,4.87,880,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
166-05,4.87,5.07,0.2,1260,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
167-01,3.01,5.92,2.91,670,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
167-01,5.92,6.39,0.47,620,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
167-01,1.17,1.57,0.4,1590,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
167-02,0.95,3.38,2.43,590,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
167-02,3.38,9.5,6.12,600,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
167-03,0,2.71,2.71,940,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
167-04,0,7.43,7.43,394,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
167-04,7.43,9.41,1.98,1035,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
168-01,4.81,10.66,5.85,308,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
168-01,0.84,4.81,3.97,1680,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
168-01,0,0.84,0.84,1750,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
168-02,0,9.18,9.18,440,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
169-01,7.34,4.22,3.12,2075,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
169-01,4.22,2.77,1.45,2100,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
169-01,2.77,0.67,2.1,2100,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
169-01,0.6,0.25,0.35,8000,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
170-01,0,4.16,4.16,737,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
170-01,4.16,8.4,4.24,950,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
170-02,0.52,5.08,4.56,810,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
171-01,0,5.31,5.31,983,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
171-02,0,5.09,5.09,980,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
171-02,5.09,9.67,4.58,1024,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,5,1.67
171-03,0,7.31,7.31,1014,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,11,3.67
171-03,7.31,8,0.69,3967,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
171-04,0,0.45,0.45,1610,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,1,0.33
171-04,1.73,3.41,1.68,1610,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
172-01,6.95,8.74,1.79,725,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
172-01,0,3.26,3.26,3300,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
172-01,3.26,6.95,3.69,3400,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
172-30,0,3.51,3.51,725,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
172-30,3.51,8.41,4.9,535,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
173-01,0,0.64,0.64,660,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
173-01,0.64,1.11,0.47,660,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
173-01,1.11,6.51,5.4,660,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
173-01,7.17,13.3,6.13,1638,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
173-01,13.85,14.25,0.4,2200,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
175-02,1.14,6.92,5.78,150,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
175-02,6.92,11.45,4.53,150,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
175-02,0,1.14,1.14,360,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
176-01,3.89,11.05,7.16,310,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
176-01,0,3.2,3.2,450,9,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,1,0.33
176-03,0,1.19,1.19,320,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
177-01,5.08,6.45,1.37,545,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
177-02,0,0.93,0.93,530,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
177-03,0,9.29,9.29,535,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
177-03,14.64,17.27,2.63,560,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
177-04,7.71,17.75,10.04,610,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
177-04,0,7.71,7.71,480,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
177-05,7.93,8.65,0.72,1717,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
177-05,0,1.55,1.55,1410,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
177-05,4.35,6.65,2.3,1860,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
177-05,15.5,16.68,1.18,534,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
177-30,0,0.58,0.58,3250,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
177-30,1.52,4.84,3.32,3333,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
177-30,0.58,0.83,0.25,3450,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
177-30,0.83,1.31,0.48,3500,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
177-30,6.28,6.79,0.51,3033,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
177-30,4.84,5.23,0.39,3100,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
177-30,5.95,6.28,0.33,3250,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
177-30,5.23,5.95,0.72,3300,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,5,1.67
178-01,15.64,17.05,1.41,820,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
178-01,12.65,15.64,2.99,640,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
178-02,9.59,10.37,0.78,1280,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
178-02,0,4.98,4.98,1448,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,10,3.33
178-02,6,9.15,3.15,1292,7,1,Rural 2 Lane,1,Undivided,0,0,2,28,14,0,5,1.67
178-02,5.5,6,0.5,1303,7,1,Rural 2 Lane,1,Undivided,0,0,2,28,14,0,3,1.00
178-02,9.15,9.59,0.44,1310,7,1,Rural 2 Lane,1,Undivided,0,0,2,28,14,0,1,0.33
178-02,4.98,5.5,0.52,1360,7,1,Rural 2 Lane,1,Undivided,0,0,2,28,14,0,2,0.67
178-03,0,2.15,2.15,890,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
178-03,8.84,11.98,3.14,1046,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
178-03,2.15,8.84,6.69,1046,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,17,5.67
179-01,0,2.95,2.95,650,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,11,3.67
179-01,2.95,8.16,5.21,650,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
180-01,3.88,0,3.88,168,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
181-01,4.1,8.05,3.95,51,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
182-01,5.04,12.9,7.86,420,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
182-01,0.04,1.27,1.23,1110,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
182-01,2.08,5.04,2.96,420,8,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,1,0.33
182-01,1.72,1.94,0.22,1020,8,1,Rural 2 Lane,,,0,0,2,24,12,0,4,1.33
184-01,6.94,1.96,4.98,90,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
184-01,1.96,0,1.96,3600,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
185-01,9.93,11.4,1.47,1155,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
185-01,4.93,9.93,5,1370,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
185-01,1.11,4.93,3.82,1720,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
185-03,9.48,3.73,5.75,600,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
185-03,0,3.73,3.73,587,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
186-01,2.88,7.5,4.62,280,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
187-01,0,10.9,10.9,2039,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,57,19.00
187-01,10.9,11.24,0.34,2400,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
187-01,11.24,11.34,0.1,2400,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
187-02,0,5.83,5.83,1129,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,14,4.67
187-04,10.27,16.92,6.65,575,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,10,3.33
187-04,0,10.27,10.27,577,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,9,3.00
188-01,0.69,10.5,9.81,1820,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,56,18.67
188-01,0,0.64,0.64,4967,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,6,2.00
188-02,0.39,4.64,4.25,1485,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
188-02,4.64,7.1,2.46,1015,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
188-03,0,2.79,2.79,1100,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
188-03,2.79,5.75,2.96,1145,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
188-03,5.75,10.37,4.62,1153,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
188-03,10.45,10.93,0.48,1160,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
188-03,12.03,12.76,0.73,1180,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
188-03,12.76,12.96,0.2,1180,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
189-01,0,10.91,10.91,660,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,35,11.67
189-01,10.91,15.69,4.78,660,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
190-01,2.53,11.53,9,1492,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,19,6.33
190-02,5.42,7.35,1.93,800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
190-02,7.35,13.4,6.05,800,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,12,4.00
190-02,0,5.42,5.42,1130,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
191-01,7.17,0,7.17,270,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
191-02,6.16,0.42,5.74,570,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
191-02,8.45,7.18,1.27,570,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
191-02,0,0.42,0.42,820,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
191-03,3.43,2.73,0.7,2000,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
191-03,4.54,3.43,1.11,2000,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
191-03,2.73,0,2.73,1916,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
192-01,0.65,1.42,0.77,1107,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
192-01,1.42,5.88,4.46,1076,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
192-02,0,8.08,8.08,1140,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,9,3.00
192-02,8.08,9.01,0.93,1260,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
193-01,15.38,7.05,8.33,2304,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,14,4.67
193-01,0.15,0,0.15,530,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
193-01,1.07,0.15,0.92,2200,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
193-01,7.05,1.98,5.07,2311,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
193-01,1.82,1.28,0.54,3100,7,2,Rural 4 Lane,1,Undivided,0,0,4,44,11,0,2,0.67
193-02,2.35,0,2.35,3200,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
193-02,8.85,2.35,6.5,3256,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
193-02,14.28,8.85,5.43,4150,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
193-03,2.14,0,2.14,2780,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
193-04,6.22,2.23,3.99,2700,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
193-04,2.23,0,2.23,2740,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
193-05,4.98,0,4.98,3950,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
193-06,5.82,4.52,1.3,27780,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,182,60.67
193-06,4.52,4.3,0.22,28386,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,14,4.67
193-06,3.25,3.06,0.19,27850,16,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,14,4.67
193-06,4.3,4,0.3,28241,16,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,17,5.67
193-06,4,3.25,0.75,28654,16,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,13,4.33
193-06,8.33,7.84,0.49,20884,14,7,Urban 4 Lane Divided,4,Divided <30 ft,16,1,4,48,12,0,38,12.67
193-06,7.84,5.82,2.02,22891,14,7,Urban 4 Lane Divided,4,Divided <30 ft,16,1,4,48,12,0,316,105.33
193-06,3.06,0,3.06,6560,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,35,11.67
193-31,0,2.02,2.02,6900,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
193-31,2.02,5.02,3,6900,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,30,10.00
193-31,5.12,5.7,0.58,6900,17,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,14,4.67
193-31,6.14,6.39,0.25,6900,16,5,Urban 2 Lane,,,0,0,2,20,10,0,4,1.33
193-31,6.39,8.14,1.75,6900,16,5,Urban 2 Lane,,,0,0,2,20,10,0,13,4.33
193-31,5.7,6.04,0.34,6900,16,5,Urban 2 Lane,,,0,0,2,24,12,0,3,1.00
193-31,6.04,6.14,0.1,6900,16,5,Urban 2 Lane,,,0,0,2,24,12,0,5,1.67
194-01,0,2.09,2.09,2000,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
194-01,2.09,8.2,6.11,1630,7,1,Rural 2 Lane,1,Undivided,0,0,2,28,14,0,2,0.67
194-02,18.66,18.73,0.07,1170,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
194-02,21.1,21.49,0.39,1170,7,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
194-02,1.55,8.2,6.65,1309,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,8,2.67
194-02,18.73,21.05,2.32,460,7,1,Rural 2 Lane,1,Undivided,0,0,2,23,11.5,0,1,0.33
194-02,17.52,18.66,1.14,1170,7,1,Rural 2 Lane,1,Undivided,0,0,2,23,11.5,0,1,0.33
194-02,16.76,17.43,0.67,1150,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
194-02,8.2,16.76,8.56,1275,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
194-03,0,6.91,6.91,1045,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
194-03,6.91,7.74,0.83,1045,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
194-03,7.74,15.64,7.9,1016,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,14,4.67
194-06,0.24,1.95,1.71,1300,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
194-06,1.95,7.87,5.92,3673,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,22,7.33
194-07,0,5.2,5.2,4300,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,26,8.67
194-07,5.2,7.33,2.13,4300,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
194-07,7.45,7.5,0.05,7850,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,2,0.67
194-07,7.5,9.01,1.51,9218,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,28,9.33
194-07,9.01,9.46,0.45,9250,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,22,7.33
194-07,7.33,7.39,0.06,4300,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
194-07,9.46,9.84,0.38,9300,16,5,Urban 2 Lane,1,Undivided,0,0,2,34,17,0,20,6.67
194-07,9.84,9.94,0.1,9300,16,6,Urban 4 Lane,1,Undivided,0,0,4,39,9.75,0,2,0.67
194-07,9.94,10.03,0.09,9300,16,6,Urban 4 Lane,1,Undivided,0,0,4,41,10.25,0,7,2.33
195-01,0,8.14,8.14,1539,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,38,12.67
195-02,0,2.79,2.79,4562,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,13,4.33
195-03,8.52,8.84,0.32,20824,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,46,11.5,0,66,22.00
195-03,0,3.81,3.81,9504,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,25,8.33
195-03,7.63,8.52,0.89,8700,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
195-03,5.22,6.02,0.8,8940,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,10,3.33
195-03,6.81,7.63,0.82,9185,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,13,4.33
195-03,7.63,8.52,0.89,9580,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,15,5.00
195-03,6.02,6.81,0.79,9713,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
195-03,3.81,5.22,1.41,9531,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
195-04,1.81,1.93,0.12,16400,14,7,Urban 4 Lane Divided,8,Divided- Other,10,1,4,46,11.5,0,9,3.00
195-04,2.63,3,0.37,12762,14,6,Urban 4 Lane,1,Undivided,0,0,4,36,9,0,26,8.67
195-04,3,3.28,0.28,14100,14,6,Urban 4 Lane,1,Undivided,0,0,4,46,11.5,0,15,5.00
